source	target	time	rating	comment
5259	5363	2014-03-26 20:10:52.806770176	1	NaN
5363	4932	2014-03-26 20:16:29.445959936	-1	NaN
5363	5193	2014-03-26 20:23:19.973989888	-10	NaN
5363	5197	2014-03-26 20:23:20.235009792	-10	NaN
5363	5198	2014-03-26 20:23:21.019849984	-10	NaN
5363	5200	2014-03-26 20:23:21.297669888	-10	NaN
5363	5201	2014-03-26 20:23:22.491440128	-10	NaN
5363	5202	2014-03-26 20:23:23.530409984	-10	NaN
5363	5203	2014-03-26 20:23:25.541750016	-10	NaN
3988	2835	2014-03-26 21:30:43.206959872	1	NaN
5413	5478	2014-03-26 22:13:51.145730048	1	NaN
5478	5476	2014-03-26 22:14:11.979140096	1	NaN
5476	5478	2014-03-26 23:01:04.017580032	1	NaN
4244	5052	2014-03-26 23:58:03.289459968	1	NaN
4244	4235	2014-03-26 23:58:48.204960000	-5	NaN
3429	1850	2014-03-27 00:23:14.237060096	1	NaN
3897	4499	2014-03-27 01:31:10.036369920	4	NaN
5460	5466	2014-03-27 03:05:09.924859904	1	NaN
5466	5460	2014-03-27 03:06:52.465070080	1	NaN
3707	4559	2014-03-27 07:34:52.612699904	2	NaN
5439	3707	2014-03-27 07:50:43.326669824	1	NaN
4559	62	2014-03-27 08:06:53.834150144	-8	NaN
4559	115	2014-03-27 08:14:30.047069952	2	NaN
5440	3707	2014-03-27 09:17:25.419990016	2	NaN
4499	3988	2014-03-27 10:36:12.908279808	5	NaN
4499	3897	2014-03-27 10:37:28.533250048	4	NaN
1565	4291	2014-03-27 17:25:54.247240192	5	NaN
1565	3897	2014-03-27 17:26:27.743459840	5	NaN
5465	3988	2014-03-27 18:36:43.991950080	1	NaN
2822	3640	2014-03-27 21:34:31.300910080	4	NaN
4991	5479	2014-03-27 22:13:44.024369920	1	NaN
5479	4991	2014-03-27 22:14:59.755670016	1	NaN
4515	5403	2014-03-28 00:06:11.163970048	-1	NaN
4991	4172	2014-03-28 00:38:29.544430080	-10	NaN
4172	4991	2014-03-28 00:40:19.999910144	-10	NaN
5480	4649	2014-03-28 01:51:50.466469888	1	NaN
5476	5481	2014-03-28 03:53:00.156819968	1	NaN
5481	5476	2014-03-28 03:54:01.563859968	1	NaN
2045	5213	2014-03-28 11:11:38.110519808	-10	NaN
5450	5482	2014-03-28 13:14:47.307040000	1	NaN
2642	4291	2014-03-28 14:27:22.459069952	3	NaN
5311	5363	2014-03-28 14:58:29.384860160	1	NaN
5476	5432	2014-03-28 18:00:54.670449920	-1	NaN
3988	5476	2014-03-28 18:19:51.335959808	1	NaN
5476	3988	2014-03-28 18:20:21.885220096	1	NaN
4291	5411	2014-03-28 18:36:00.788590080	1	NaN
3707	545	2014-03-28 18:49:13.536250112	6	NaN
5479	5483	2014-03-28 20:22:10.796989952	1	NaN
5483	5479	2014-03-28 20:22:36.602329856	1	NaN
5479	5484	2014-03-29 14:26:16.501619968	1	NaN
5484	5479	2014-03-29 14:30:53.839469824	1	NaN
545	3707	2014-03-29 20:23:43.497509888	2	NaN
545	5482	2014-03-29 20:35:39.114660096	1	NaN
545	3640	2014-03-29 20:36:27.829530112	2	NaN
4833	5259	2014-03-29 20:48:30.549850112	2	NaN
5259	4833	2014-03-29 20:49:05.168070144	2	NaN
5363	3897	2014-03-29 23:22:42.336160000	1	NaN
3493	5479	2014-03-30 08:41:51.745449984	-10	NaN
5411	4291	2014-03-30 13:57:29.387269888	1	NaN
5460	5383	2014-03-30 15:03:09.419069952	1	NaN
5383	5460	2014-03-30 15:04:18.923939840	1	NaN
3451	416	2014-03-30 15:19:30.792509952	1	NaN
416	3451	2014-03-30 15:19:51.340770048	1	NaN
5363	5483	2014-03-30 16:39:38.990880000	-10	NaN
5363	5484	2014-03-30 16:39:44.399940096	-10	NaN
5363	4991	2014-03-30 16:39:53.961349888	-10	NaN
1352	5485	2014-03-30 21:45:32.002870016	-10	NaN
1352	5157	2014-03-30 21:45:58.812329984	5	NaN
5483	5363	2014-03-31 15:07:00.234070016	-10	NaN
5484	5363	2014-03-31 15:20:48.911369984	-10	NaN
5479	5363	2014-03-31 15:22:44.090899968	-10	NaN
2045	5479	2014-03-31 15:23:43.947069952	-10	NaN
2045	5484	2014-03-31 15:24:45.408669952	-10	NaN
2125	5479	2014-03-31 15:25:31.213629952	-2	NaN
2125	5483	2014-03-31 15:25:40.800640000	-2	NaN
2125	5484	2014-03-31 15:25:47.093810176	-2	NaN
2045	4991	2014-03-31 15:30:46.986769920	-10	NaN
2125	4991	2014-03-31 15:34:23.368950016	-2	NaN
5075	5486	2014-03-31 20:16:47.168250112	1	NaN
4385	359	2014-04-01 01:17:16.977580032	-1	NaN
3828	4382	2014-04-01 03:31:19.077830144	1	NaN
4382	3828	2014-04-01 03:31:24.863200000	1	NaN
5476	3000	2014-04-01 20:41:18.235219968	1	NaN
3000	5476	2014-04-01 20:41:31.481260032	1	NaN
4385	6	2014-04-02 02:52:27.206419968	-2	NaN
1352	5487	2014-04-02 11:40:27.960230144	1	NaN
1352	1726	2014-04-02 11:40:39.476099840	1	NaN
3897	3345	2014-04-02 14:29:50.589319936	2	NaN
3345	3897	2014-04-02 14:30:04.578230016	2	NaN
2045	5488	2014-04-02 15:41:18.384649984	-10	NaN
2045	5473	2014-04-02 15:51:49.511899904	1	NaN
192	3919	2014-04-02 17:08:01.766560000	2	NaN
5476	5489	2014-04-02 17:24:03.625280000	1	NaN
5489	5490	2014-04-02 17:28:33.797440000	1	NaN
5489	5363	2014-04-02 17:28:51.844999936	-10	NaN
5489	5476	2014-04-02 17:32:15.556019968	10	NaN
5363	5489	2014-04-02 17:32:36.956569856	-10	NaN
5363	5479	2014-04-02 17:32:48.049299968	-10	NaN
5489	2045	2014-04-02 17:41:50.867460096	-10	NaN
2045	5489	2014-04-02 17:42:01.078049792	-10	NaN
4925	5491	2014-04-02 18:28:44.954210048	2	NaN
5491	4925	2014-04-02 18:41:17.682490112	3	NaN
4516	35	2014-04-02 19:07:11.516239872	2	NaN
5363	2600	2014-04-02 21:54:13.883059968	-1	NaN
1363	4251	2014-04-03 03:04:09.975369984	-1	NaN
3878	3910	2014-04-03 09:04:38.154690048	2	NaN
3910	3878	2014-04-03 09:09:08.589370112	2	NaN
35	5492	2014-04-03 11:04:18.763840000	1	NaN
5492	35	2014-04-03 15:14:12.310450176	1	NaN
3828	2498	2014-04-03 16:02:21.422460160	-10	NaN
3988	4515	2014-04-03 17:39:52.236530176	3	NaN
4515	3988	2014-04-03 17:41:06.374639872	3	NaN
4882	5413	2014-04-03 17:57:03.699539968	1	NaN
5413	4882	2014-04-03 17:58:30.125679872	1	NaN
5413	3988	2014-04-03 18:07:10.458370048	2	NaN
4197	5494	2014-04-04 00:58:14.845129984	1	NaN
5494	4197	2014-04-04 01:01:28.668300032	1	NaN
1810	5490	2014-04-04 03:32:53.971930112	-10	NaN
3897	3714	2014-04-04 03:43:32.150939904	1	NaN
3714	3897	2014-04-04 03:45:59.382030080	1	NaN
2045	5403	2014-04-04 12:52:02.831670016	1	NaN
5403	2045	2014-04-04 12:53:58.690070016	1	NaN
2045	3897	2014-04-04 14:00:00.530030080	1	NaN
3828	4419	2014-04-04 19:18:51.678220032	1	NaN
4385	4922	2014-04-04 22:14:57.328509952	1	NaN
550	2067	2014-04-05 00:41:06.708559872	2	NaN
5478	5495	2014-04-05 01:37:02.971309824	1	NaN
4291	3828	2014-04-05 03:44:38.469479936	1	NaN
4922	4385	2014-04-05 07:29:16.038449920	1	NaN
4811	2397	2014-04-05 14:03:50.621590016	6	NaN
2397	4811	2014-04-05 14:04:22.470210048	6	NaN
4291	5480	2014-04-05 16:56:25.590519808	1	NaN
5480	4291	2014-04-05 16:57:06.093660160	1	NaN
1810	1334	2014-04-05 17:59:11.083610112	3	NaN
1334	1810	2014-04-05 18:03:15.529459968	3	NaN
2067	550	2014-04-05 21:29:28.598299904	1	NaN
5316	4197	2014-04-06 00:45:49.033710080	2	NaN
4197	5316	2014-04-06 00:46:58.476009984	1	NaN
4291	4253	2014-04-06 06:42:47.965209856	3	NaN
3897	4762	2014-04-06 17:36:11.604259840	2	NaN
4762	3897	2014-04-06 17:37:58.669469952	2	NaN
2067	4439	2014-04-07 00:29:31.066680064	1	NaN
2642	2943	2014-04-07 00:57:44.747699968	3	NaN
35	1648	2014-04-07 19:13:08.141829888	1	NaN
1648	35	2014-04-07 19:13:36.545209856	1	NaN
4759	2625	2014-04-07 19:56:43.460599808	1	NaN
4867	3278	2014-04-07 20:33:46.046230016	1	NaN
3278	4867	2014-04-07 20:35:07.635299840	1	NaN
115	5496	2014-04-07 21:15:49.362249984	1	NaN
1810	25	2014-04-07 23:48:48.398569984	-2	NaN
4197	5497	2014-04-08 01:21:53.822380032	1	NaN
4197	4762	2014-04-08 01:46:38.298249984	1	NaN
4762	4197	2014-04-08 01:49:56.127059968	1	NaN
3452	4851	2014-04-08 02:43:02.802589952	1	NaN
4851	3452	2014-04-08 02:43:50.711489792	1	NaN
3897	3013	2014-04-08 03:04:34.920409856	2	NaN
1	4921	2014-04-08 07:51:58.069380096	2	NaN
4	5498	2014-04-08 09:13:29.818670080	3	NaN
5499	3722	2014-04-08 16:00:58.527200000	3	NaN
4925	3452	2014-04-08 16:32:18.106569984	1	NaN
3452	4925	2014-04-08 16:33:32.915139840	1	NaN
1018	5500	2014-04-08 16:34:14.523250176	1	NaN
3452	5501	2014-04-08 19:57:08.578749952	1	NaN
5501	3452	2014-04-08 19:57:33.005939968	1	NaN
35	5502	2014-04-08 21:20:57.449529856	1	NaN
35	5503	2014-04-08 21:21:10.146050048	1	NaN
3452	3451	2014-04-08 22:31:23.813339904	1	NaN
3451	3452	2014-04-08 22:31:45.982480128	1	NaN
3828	4197	2014-04-08 23:30:57.690099968	7	NaN
4694	5504	2014-04-09 03:07:33.987549952	1	NaN
5504	4694	2014-04-09 03:09:13.209789952	1	NaN
2063	2625	2014-04-09 14:23:27.242510080	3	NaN
115	2013	2014-04-09 15:59:50.774860032	-10	NaN
5501	5505	2014-04-09 16:04:06.093459968	1	NaN
5505	5501	2014-04-09 16:06:17.963310080	1	NaN
2625	2063	2014-04-09 16:16:47.135099904	3	NaN
2045	2028	2014-04-09 21:17:39.655030016	-10	NaN
3000	1832	2014-04-09 21:18:50.697030144	2	NaN
1731	905	2014-04-09 21:29:35.650810112	-1	NaN
2045	4899	2014-04-09 21:30:55.976110080	1	NaN
1334	2045	2014-04-09 21:32:07.902440192	1	NaN
1810	905	2014-04-09 21:32:36.928220160	-8	NaN
1334	905	2014-04-09 21:33:17.851579904	-10	NaN
5404	1953	2014-04-09 23:35:49.118809856	10	NaN
5497	4197	2014-04-10 00:29:30.104370176	1	NaN
4385	3547	2014-04-10 14:26:51.585580032	-1	NaN
4385	1528	2014-04-10 14:30:27.548440064	1	NaN
3649	5476	2014-04-10 15:41:17.230230016	1	NaN
5476	3649	2014-04-10 15:41:48.225959936	1	NaN
3828	4291	2014-04-10 16:03:30.495899904	2	NaN
4694	3828	2014-04-10 17:12:14.594540032	2	NaN
625	1267	2014-04-10 17:16:30.359379968	1	NaN
1267	625	2014-04-10 17:16:40.943919872	1	NaN
625	4521	2014-04-10 17:18:40.147079936	1	NaN
4521	625	2014-04-10 17:20:39.388839936	1	NaN
4197	3451	2014-04-10 23:49:17.079219968	2	NaN
2943	2642	2014-04-11 02:52:04.844239872	3	NaN
545	5506	2014-04-11 06:04:55.749890048	1	NaN
5506	545	2014-04-11 06:05:47.761840128	1	NaN
5506	1352	2014-04-11 06:06:13.605089792	1	NaN
5506	3640	2014-04-11 06:06:22.863850240	1	NaN
5506	4860	2014-04-11 06:06:30.098109952	1	NaN
5506	3572	2014-04-11 06:06:42.134850048	1	NaN
5506	4921	2014-04-11 06:07:05.916620032	1	NaN
5506	3707	2014-04-11 06:07:55.904439808	1	NaN
5506	5440	2014-04-11 06:09:02.885960192	1	NaN
5506	1735	2014-04-11 06:09:14.140979968	1	NaN
5506	5065	2014-04-11 06:09:20.831300096	1	NaN
5506	2822	2014-04-11 06:09:27.369280000	1	NaN
5506	4559	2014-04-11 06:09:32.938110208	1	NaN
5506	5249	2014-04-11 06:09:42.574259968	1	NaN
5506	4385	2014-04-11 06:10:03.593939968	1	NaN
5506	1528	2014-04-11 06:10:31.752800000	1	NaN
5506	5482	2014-04-11 06:11:31.684730112	1	NaN
5506	5317	2014-04-11 06:11:38.592760064	1	NaN
5506	5318	2014-04-11 06:11:56.493629952	1	NaN
5506	5450	2014-04-11 06:12:03.815539968	1	NaN
5506	3204	2014-04-11 06:14:35.390569984	1	NaN
5506	115	2014-04-11 06:15:03.744630016	1	NaN
5506	1	2014-04-11 06:17:44.673250048	1	NaN
5506	5508	2014-04-11 16:51:40.994599936	1	NaN
5506	361	2014-04-11 16:52:08.244590080	1	NaN
5506	1512	2014-04-11 16:53:11.651820032	1	NaN
1565	5506	2014-04-11 18:33:38.114449920	1	NaN
2934	3278	2014-04-11 18:41:11.017960192	1	NaN
1810	3897	2014-04-11 18:42:04.345959936	8	NaN
3278	2934	2014-04-11 18:42:30.457009920	1	NaN
4867	5466	2014-04-11 20:20:41.716610048	1	NaN
5466	4867	2014-04-11 20:23:30.408699904	1	NaN
2067	5466	2014-04-11 20:49:22.977700096	1	NaN
5466	2067	2014-04-11 20:50:29.421780224	1	NaN
3878	4559	2014-04-11 21:46:41.086679808	2	NaN
4559	3878	2014-04-11 23:48:39.720390144	1	NaN
4611	5316	2014-04-12 05:06:39.712999936	1	NaN
5316	4611	2014-04-12 05:06:59.639520000	1	NaN
4611	4925	2014-04-12 05:26:35.774650112	1	NaN
4925	4611	2014-04-12 05:28:05.962080000	1	NaN
4611	5510	2014-04-12 06:58:49.256339968	1	NaN
5510	4611	2014-04-12 07:03:56.207580160	1	NaN
1352	5511	2014-04-12 11:07:25.386650112	1	NaN
5511	1352	2014-04-12 11:16:09.291209984	1	NaN
1352	5506	2014-04-12 11:25:15.138469888	1	NaN
115	5506	2014-04-12 11:27:57.480230144	1	NaN
4499	5512	2014-04-12 11:34:13.639879936	-1	NaN
5512	2067	2014-04-12 11:51:23.666470144	-2	NaN
2045	5512	2014-04-12 11:51:48.095269888	-5	NaN
2067	5512	2014-04-12 11:52:08.479830016	-5	NaN
5508	5506	2014-04-12 14:12:59.937419776	1	NaN
3640	5180	2014-04-12 17:55:56.151709952	1	NaN
3640	5513	2014-04-12 18:41:07.377929984	1	NaN
1352	5513	2014-04-12 20:30:21.206480128	1	NaN
4515	4499	2014-04-12 20:31:10.345629952	1	NaN
4499	4515	2014-04-12 20:31:32.257280000	1	NaN
4860	545	2014-04-12 20:53:55.448460032	3	NaN
115	2198	2014-04-12 21:22:07.923470080	1	NaN
5440	5506	2014-04-12 23:25:19.039660032	1	NaN
4899	2498	2014-04-13 05:41:12.281670144	-10	NaN
3707	5510	2014-04-13 14:15:40.867609856	1	NaN
3640	2296	2014-04-13 17:05:20.499759872	3	NaN
3640	1352	2014-04-13 17:05:40.126939904	3	NaN
3640	545	2014-04-13 17:05:56.168709888	3	NaN
3640	1512	2014-04-13 17:06:30.493799936	2	NaN
3640	115	2014-04-13 17:06:37.560470016	2	NaN
3640	3707	2014-04-13 17:06:56.453880064	2	NaN
3640	4921	2014-04-13 17:07:24.335959808	2	NaN
3640	2822	2014-04-13 17:07:52.493710080	2	NaN
3640	5482	2014-04-13 17:08:25.244430080	2	NaN
3640	5440	2014-04-13 17:08:38.129070080	2	NaN
5515	4925	2014-04-13 17:11:01.251859968	1	NaN
4125	4611	2014-04-13 17:52:26.698540032	1	NaN
5508	1352	2014-04-13 18:27:56.487689984	2	NaN
5508	545	2014-04-13 18:55:55.145380096	2	NaN
1352	3470	2014-04-13 21:09:41.850339840	1	NaN
1735	5516	2014-04-13 21:49:09.662739968	1	NaN
5501	35	2014-04-13 22:29:20.593959936	1	NaN
5450	545	2014-04-14 00:13:47.332560128	1	NaN
3722	4385	2014-04-14 01:00:23.546880000	1	NaN
5450	1352	2014-04-14 03:07:58.415270144	2	NaN
2388	4136	2014-04-14 04:03:15.915049984	-1	NaN
5515	1352	2014-04-14 04:45:41.434569984	2	NaN
5316	3828	2014-04-14 05:34:07.608529920	1	NaN
1916	35	2014-04-14 06:33:25.644900096	2	NaN
3878	4172	2014-04-14 07:14:29.171809792	2	NaN
5472	5517	2014-04-14 18:20:45.288839936	1	NaN
2125	5472	2014-04-14 18:26:47.748950016	1	NaN
4925	3640	2014-04-14 18:34:27.942050048	1	NaN
4172	3878	2014-04-14 19:08:15.876750080	2	NaN
4518	4611	2014-04-14 19:14:25.742029824	1	NaN
4611	2942	2014-04-14 21:02:01.960370176	1	NaN
550	4197	2014-04-14 21:34:28.866400000	4	NaN
5472	5518	2014-04-14 22:10:02.820899840	1	NaN
5518	5472	2014-04-14 22:12:31.683370240	1	NaN
3828	215	2014-04-15 00:05:24.094929920	1	NaN
2067	3828	2014-04-15 00:12:44.406840064	1	NaN
3828	2067	2014-04-15 00:15:15.106409984	1	NaN
215	3828	2014-04-15 00:21:12.696589824	1	NaN
2822	2214	2014-04-15 00:24:02.724070144	-1	NaN
2822	2028	2014-04-15 00:25:26.966520064	-1	NaN
5501	5316	2014-04-15 00:26:25.141280000	2	NaN
2822	1693	2014-04-15 00:30:59.677959936	5	NaN
2822	1735	2014-04-15 00:33:13.379250176	4	NaN
4291	4553	2014-04-15 00:39:45.111049984	5	NaN
5501	2296	2014-04-15 02:57:19.832960000	1	NaN
5180	5519	2014-04-15 03:22:42.022459904	1	NaN
3897	2067	2014-04-15 14:11:20.847409920	2	NaN
2067	3897	2014-04-15 14:11:30.945760000	2	NaN
3897	4131	2014-04-15 14:39:52.061609984	3	NaN
4611	412	2014-04-15 18:19:44.843440128	-1	NaN
2870	5522	2014-04-15 19:33:01.386480128	10	NaN
5522	2870	2014-04-15 19:33:47.042449920	10	NaN
5249	5521	2014-04-15 20:43:37.681240064	1	NaN
1670	5523	2014-04-15 21:22:10.526409984	2	NaN
5523	1670	2014-04-15 21:24:10.030030080	2	NaN
2296	5501	2014-04-16 02:02:19.852619776	-5	NaN
5525	4780	2014-04-16 02:39:01.403729920	1	NaN
1352	5526	2014-04-16 02:39:46.553529856	1	NaN
4780	5525	2014-04-16 02:41:37.152730112	1	NaN
3878	5510	2014-04-16 06:53:18.898690048	2	NaN
5510	3878	2014-04-16 06:55:16.966029824	2	NaN
4899	5501	2014-04-16 12:01:06.569420032	-5	NaN
5316	5501	2014-04-16 12:01:44.827049984	1	NaN
4925	2498	2014-04-16 12:30:21.288120064	-10	NaN
1810	5501	2014-04-16 12:48:50.143610112	-9	NaN
115	5527	2014-04-16 16:44:36.416450048	1	NaN
3640	5527	2014-04-16 16:46:27.428140032	1	NaN
5527	115	2014-04-16 16:48:10.164529920	1	NaN
5527	3640	2014-04-16 16:48:18.383350016	1	NaN
1735	5527	2014-04-16 16:53:53.826819840	1	NaN
3640	5260	2014-04-16 17:06:26.288219904	2	NaN
2067	2188	2014-04-16 20:42:23.802050048	1	NaN
5525	1352	2014-04-16 23:47:14.388079872	3	NaN
5482	5450	2014-04-17 00:33:16.455490048	1	NaN
5528	2642	2014-04-17 02:08:45.655129856	1	NaN
3707	2642	2014-04-17 02:16:53.447750144	1	NaN
5523	3722	2014-04-17 02:44:28.448049920	1	NaN
4611	3828	2014-04-17 03:52:12.661740032	2	NaN
3722	1670	2014-04-17 16:47:51.656489984	2	NaN
3878	3640	2014-04-17 17:37:45.491010048	1	NaN
5492	3707	2014-04-17 18:27:57.768860160	1	NaN
3707	5492	2014-04-17 20:41:44.391230208	1	NaN
4553	4515	2014-04-17 21:13:05.020039936	4	NaN
4515	4553	2014-04-17 21:14:38.903759872	3	NaN
5526	3878	2014-04-17 21:40:41.935260160	1	NaN
3878	4519	2014-04-17 22:13:39.057830144	4	NaN
5316	4735	2014-04-17 23:12:33.787260160	1	NaN
4735	5316	2014-04-17 23:41:51.287950080	1	NaN
1810	5505	2014-04-17 23:58:37.606560000	-9	NaN
4559	5505	2014-04-17 23:59:19.862200064	-5	NaN
4559	1810	2014-04-18 00:00:19.195529984	2	NaN
4611	4515	2014-04-18 00:35:15.568509952	1	NaN
4611	3722	2014-04-18 00:35:39.454340096	1	NaN
4515	4611	2014-04-18 00:35:51.868570112	1	NaN
2388	3722	2014-04-18 02:32:57.179600128	1	NaN
361	2388	2014-04-18 03:07:02.367209984	1	NaN
1	2067	2014-04-18 05:09:44.457259776	1	NaN
2067	1	2014-04-18 12:07:22.361270016	1	NaN
1670	2017	2014-04-18 14:16:42.194540032	-10	NaN
1670	3744	2014-04-18 14:16:47.366630144	-10	NaN
1670	3722	2014-04-18 15:12:26.536809984	2	NaN
4899	4611	2014-04-18 17:42:22.451970048	1	NaN
3649	4189	2014-04-18 20:16:40.331389952	2	NaN
4189	3649	2014-04-18 20:17:43.162939904	2	NaN
5473	5488	2014-04-18 21:31:33.990629888	-10	NaN
4570	4189	2014-04-19 17:55:00.069900032	1	NaN
4570	5465	2014-04-19 18:23:26.685400064	1	NaN
4189	4570	2014-04-19 18:27:24.379090176	1	NaN
3878	5514	2014-04-19 18:39:16.487950080	1	NaN
5473	2498	2014-04-19 18:39:53.009619968	-10	NaN
5465	4570	2014-04-19 19:59:52.022589952	1	NaN
4291	15	2014-04-19 20:24:05.763680000	1	NaN
15	4291	2014-04-19 20:28:41.729530112	1	NaN
4570	1018	2014-04-19 20:42:16.880219904	2	NaN
1018	4570	2014-04-19 20:42:45.683249920	1	NaN
2266	4694	2014-04-19 21:39:41.800869888	2	NaN
1953	5530	2014-04-19 22:05:51.394579968	1	NaN
3598	3897	2014-04-20 01:53:50.373270016	2	NaN
3897	3598	2014-04-20 01:58:25.444390144	2	NaN
3107	3897	2014-04-20 01:59:58.881730048	1	NaN
3897	3107	2014-04-20 02:13:41.172039936	1	NaN
3897	3278	2014-04-20 02:21:28.512720128	3	NaN
3278	3897	2014-04-20 02:23:05.359000064	5	NaN
3451	4570	2014-04-20 12:55:26.450390016	1	NaN
4570	3451	2014-04-20 12:55:59.385560064	1	NaN
4197	550	2014-04-20 16:49:45.685550080	3	NaN
4385	4925	2014-04-20 19:15:25.935920128	1	NaN
4925	4385	2014-04-20 19:27:25.184120064	1	NaN
3878	5531	2014-04-20 20:51:40.214799872	1	NaN
5531	3878	2014-04-20 20:54:05.693760000	1	NaN
3451	1919	2014-04-20 22:20:17.434070016	-1	NaN
3451	3107	2014-04-20 23:52:07.663059968	1	NaN
3107	3451	2014-04-20 23:52:22.335400192	1	NaN
1352	1735	2014-04-21 10:09:46.160600064	5	NaN
1352	5005	2014-04-21 10:10:35.346380032	1	NaN
1352	3572	2014-04-21 10:11:54.640819968	3	NaN
3451	5316	2014-04-21 11:56:09.705619968	1	NaN
5316	3451	2014-04-21 11:56:40.008600064	1	NaN
1670	5532	2014-04-21 19:10:47.649270016	-10	NaN
2045	5533	2014-04-21 19:11:11.686569984	-10	NaN
3919	5533	2014-04-21 19:12:01.485929984	-1	NaN
5523	5533	2014-04-21 19:12:47.079150080	-10	NaN
5523	5532	2014-04-21 19:13:17.615109888	-10	NaN
3722	4860	2014-04-21 21:16:23.335539968	2	NaN
3013	3649	2014-04-22 00:39:48.466340096	4	NaN
3649	3013	2014-04-22 00:40:53.804440064	3	NaN
4860	115	2014-04-22 02:12:20.469070080	1	NaN
4611	1731	2014-04-22 06:05:14.112250112	1	NaN
1731	4611	2014-04-22 06:08:44.635240192	1	NaN
3572	115	2014-04-22 12:27:52.600620032	3	NaN
3572	545	2014-04-22 12:28:29.723890176	3	NaN
3572	4860	2014-04-22 12:29:32.006230016	3	NaN
3572	1352	2014-04-22 12:32:42.844039936	3	NaN
3572	5065	2014-04-22 12:34:33.841479936	3	NaN
3572	1735	2014-04-22 12:39:12.468260096	3	NaN
4860	1735	2014-04-22 12:41:17.320209920	1	NaN
4860	5065	2014-04-22 12:42:01.249459968	3	NaN
4860	3572	2014-04-22 12:43:12.066930176	3	NaN
115	39	2014-04-22 12:56:57.714909952	1	NaN
3572	5005	2014-04-22 13:25:25.228649984	2	NaN
115	3572	2014-04-22 15:22:48.875320064	3	NaN
115	1735	2014-04-22 15:24:34.522589952	3	NaN
115	4860	2014-04-22 15:26:09.861949952	3	NaN
115	545	2014-04-22 15:27:12.433510144	3	NaN
115	69	2014-04-22 15:28:26.154020096	3	NaN
1735	4860	2014-04-22 15:41:45.969819904	3	NaN
1735	115	2014-04-22 15:42:23.526920192	3	NaN
1735	5065	2014-04-22 15:44:04.962380032	3	NaN
1735	3572	2014-04-22 15:46:34.718259968	3	NaN
115	5065	2014-04-22 15:47:29.358429952	3	NaN
1735	545	2014-04-22 15:50:47.569900032	4	NaN
1735	1352	2014-04-22 15:51:39.304409856	6	NaN
3878	3572	2014-04-22 16:41:22.815000064	1	NaN
2063	4515	2014-04-22 19:52:10.868640000	1	NaN
4515	2063	2014-04-22 19:53:17.458560000	1	NaN
115	5534	2014-04-22 19:54:01.036230144	3	NaN
5534	115	2014-04-22 19:56:01.190269952	2	NaN
5317	1352	2014-04-22 19:59:17.912590080	7	NaN
3828	4611	2014-04-22 21:33:18.114330112	3	NaN
3878	4867	2014-04-22 22:33:33.868740096	1	NaN
4867	3451	2014-04-22 22:40:16.176719872	2	NaN
4867	3878	2014-04-22 22:41:43.090460160	1	NaN
5440	3640	2014-04-23 00:16:19.755909888	2	NaN
5440	545	2014-04-23 00:16:55.498509824	2	NaN
5440	4860	2014-04-23 00:17:09.595459840	2	NaN
5440	1352	2014-04-23 00:17:23.980809984	2	NaN
5440	3572	2014-04-23 00:17:34.575089920	2	NaN
5065	4860	2014-04-23 02:52:16.991579904	3	NaN
5065	115	2014-04-23 02:53:03.996450048	3	NaN
5065	3572	2014-04-23 02:54:09.284049920	3	NaN
5065	1735	2014-04-23 02:54:42.472359936	3	NaN
5316	5363	2014-04-23 05:00:15.411490048	2	NaN
5363	5316	2014-04-23 05:00:55.735879936	2	NaN
5363	3828	2014-04-23 05:21:08.490540032	1	NaN
4611	5363	2014-04-23 05:26:08.833199872	1	NaN
5363	4611	2014-04-23 05:26:45.302240000	1	NaN
115	1352	2014-04-23 11:54:53.458909952	4	NaN
3451	4867	2014-04-23 18:41:47.426880000	3	NaN
2397	4611	2014-04-23 19:39:34.088049920	1	NaN
4611	2397	2014-04-23 19:40:51.185230080	1	NaN
3649	5536	2014-04-23 21:18:29.192369920	1	NaN
3878	5142	2014-04-23 21:20:42.530940160	-10	NaN
5536	3649	2014-04-23 21:21:13.596780032	1	NaN
3451	3278	2014-04-23 21:29:00.133289984	4	NaN
3278	3451	2014-04-23 21:29:12.106870016	5	NaN
5536	3722	2014-04-23 22:11:42.023040000	1	NaN
2125	2498	2014-04-24 03:56:58.472049920	-2	NaN
2125	1	2014-04-24 03:57:20.492430080	5	NaN
2125	4291	2014-04-24 04:29:35.935100160	2	NaN
4611	3229	2014-04-24 04:39:19.204930048	1	NaN
35	5537	2014-04-24 10:35:03.687879936	1	NaN
35	5538	2014-04-24 10:35:28.408770048	1	NaN
115	62	2014-04-24 11:37:53.779330048	-10	NaN
115	3	2014-04-24 11:38:11.992409856	-10	NaN
1352	62	2014-04-24 11:39:12.443439872	-1	NaN
115	2	2014-04-24 11:40:22.692600064	3	NaN
115	78	2014-04-24 11:42:52.059129856	1	NaN
115	1202	2014-04-24 11:45:12.100450048	1	NaN
5157	4860	2014-04-24 13:36:02.203099904	1	NaN
4860	5157	2014-04-24 13:41:14.675950080	1	NaN
5157	115	2014-04-24 13:46:35.612009984	1	NaN
5157	5065	2014-04-24 13:46:58.581739776	1	NaN
5157	545	2014-04-24 13:53:04.345419776	1	NaN
115	5157	2014-04-24 14:05:59.705189888	1	NaN
